lead_id,lead_time,first_response_time,response_time_mins,lead_source,sales_rep,ordered
LEAD_006504,2025-11-01 00:59:22.800993,2025-11-01 01:17:21.792729,18.0,Dealer Referral,Rep_11,1
LEAD_009928,2025-11-01 01:14:37.399874,2025-11-01 01:42:30.228910,27.9,Third Party Lead,Rep_02,0
LEAD_001667,2025-11-01 01:19:07.173488,2025-11-01 03:29:47.163166,130.7,Website Form,Rep_12,0
LEAD_004945,2025-11-01 01:33:56.578401,2025-11-01 01:54:02.706453,20.1,Walk-in,Rep_02,0
LEAD_004267,2025-11-01 01:35:26.862055,2025-11-01 02:02:15.224443,26.8,Phone Call,Rep_11,0
LEAD_000053,2025-11-01 01:45:41.788674,2025-11-01 02:06:19.527614,20.6,Third Party Lead,Rep_12,0
LEAD_005402,2025-11-01 01:56:09.452050,2025-11-01 02:03:47.593120,7.6,Third Party Lead,Rep_07,0
LEAD_002979,2025-11-01 02:12:43.037958,2025-11-01 02:58:25.193002,45.7,Walk-in,Rep_07,0
LEAD_007530,2025-11-01 02:15:52.291274,2025-11-01 05:29:19.329311,193.5,Website Form,Rep_01,0
LEAD_005824,2025-11-01 02:36:48.288357,2025-11-01 04:09:27.280222,92.6,Walk-in,Rep_02,0
LEAD_003278,2025-11-01 02:43:10.703279,2025-11-01 04:07:40.272424,84.5,Phone Call,Rep_01,0
LEAD_000540,2025-11-01 02:48:40.385604,2025-11-01 02:56:33.810169,7.9,Website Form,Rep_04,1
LEAD_006650,2025-11-01 02:49:04.470803,2025-11-01 03:49:16.603096,60.2,Third Party Lead,Rep_10,0
LEAD_006699,2025-11-01 02:52:46.967152,2025-11-01 03:04:57.260033,12.2,Third Party Lead,Rep_08,0
LEAD_003998,2025-11-01 03:10:22.239653,2025-11-01 03:32:14.273781,21.9,Website Form,Rep_12,0
LEAD_002796,2025-11-01 03:12:04.241328,2025-11-01 03:29:41.220190,17.6,Phone Call,Rep_09,0
LEAD_001957,2025-11-01 03:16:57.194149,2025-11-01 03:37:28.945532,20.5,Phone Call,Rep_02,0
LEAD_007376,2025-11-01 03:23:05.534042,2025-11-01 03:44:34.715213,21.5,Dealer Referral,Rep_05,0
LEAD_006469,2025-11-01 03:36:59.760236,2025-11-01 03:42:17.061069,5.3,Third Party Lead,Rep_04,0
LEAD_008266,2025-11-01 03:38:10.636119,2025-11-01 03:55:42.805744,17.5,Dealer Referral,Rep_05,0
LEAD_006976,2025-11-01 03:50:09.072338,2025-11-01 03:56:53.365576,6.7,Website Form,Rep_10,0
LEAD_008942,2025-11-01 03:52:09.642460,2025-11-01 04:18:28.208230,26.3,Website Form,Rep_06,0
LEAD_002784,2025-11-01 04:01:44.495027,2025-11-01 04:04:16.462731,2.5,Walk-in,Rep_04,1
LEAD_002896,2025-11-01 04:01:58.545240,2025-11-01 04:30:02.866206,28.1,Third Party Lead,Rep_04,0
LEAD_001568,2025-11-01 04:05:54.897227,2025-11-01 04:10:46.982036,4.9,Dealer Referral,Rep_05,0
LEAD_006557,2025-11-01 04:21:03.275295,2025-11-01 04:30:08.804305,9.1,Website Form,Rep_11,0
LEAD_007453,2025-11-01 04:32:07.572438,2025-11-01 04:54:29.345675,22.4,Website Form,Rep_01,0
LEAD_001177,2025-11-01 04:35:51.114739,2025-11-01 04:53:06.688216,17.3,Walk-in,Rep_09,0
LEAD_004677,2025-11-01 04:42:04.527303,2025-11-01 05:41:41.008871,59.6,Dealer Referral,Rep_08,0
LEAD_007246,2025-11-01 04:43:54.035689,2025-11-01 04:58:09.765424,14.3,Dealer Referral,Rep_08,0
LEAD_006045,2025-11-01 04:44:52.815121,2025-11-01 05:01:35.164920,16.7,Walk-in,Rep_01,0
LEAD_007602,2025-11-01 04:50:38.714489,2025-11-01 04:56:45.771541,6.1,Website Form,Rep_09,0
LEAD_003090,2025-11-01 04:56:48.322561,2025-11-01 05:59:09.339681,62.4,Website Form,Rep_10,0
LEAD_000175,2025-11-01 05:00:19.602770,2025-11-01 09:24:23.099150,264.1,Phone Call,Rep_08,0
LEAD_008988,2025-11-01 05:03:56.307892,2025-11-01 05:28:04.443262,24.1,Third Party Lead,Rep_07,0
LEAD_003543,2025-11-01 05:06:19.832472,2025-11-01 05:32:42.246548,26.4,Website Form,Rep_09,0
LEAD_004553,2025-11-01 05:23:21.272328,2025-11-01 06:11:51.839729,48.5,Website Form,Rep_11,0
LEAD_008560,2025-11-01 05:36:52.306367,2025-11-01 05:46:36.375651,9.7,Third Party Lead,Rep_03,0
LEAD_008181,2025-11-01 05:46:52.270718,2025-11-01 06:06:18.624958,19.4,Dealer Referral,Rep_06,0
LEAD_002303,2025-11-01 05:47:55.756697,2025-11-01 07:10:21.176740,82.4,Phone Call,Rep_09,0
LEAD_006144,2025-11-01 05:49:47.991475,2025-11-01 06:13:50.344591,24.0,Third Party Lead,Rep_10,0
LEAD_001274,2025-11-01 05:59:51.546855,2025-11-01 07:48:34.621575,108.7,Dealer Referral,Rep_01,0
LEAD_000415,2025-11-01 06:08:20.800543,2025-11-01 08:13:42.708364,125.4,Phone Call,Rep_04,0
LEAD_009800,2025-11-01 06:20:13.347214,2025-11-01 09:23:02.939187,182.8,Third Party Lead,Rep_06,0
LEAD_005357,2025-11-01 06:22:50.743017,2025-11-01 07:29:42.098675,66.9,Website Form,Rep_11,0
LEAD_006371,2025-11-01 06:30:29.075007,2025-11-01 06:48:14.008852,17.7,Walk-in,Rep_01,1
LEAD_003884,2025-11-01 06:31:52.621203,2025-11-01 07:00:05.853112,28.2,Website Form,Rep_08,0
LEAD_007905,2025-11-01 06:35:07.327380,2025-11-01 08:35:25.433221,120.3,Dealer Referral,Rep_07,0
LEAD_001000,2025-11-01 07:01:34.266744,2025-11-01 08:26:15.593852,84.7,Website Form,Rep_11,0
LEAD_008466,2025-11-01 07:04:10.667574,2025-11-01 07:59:39.941823,55.5,Website Form,Rep_11,0
LEAD_004235,2025-11-01 07:09:49.065642,2025-11-01 07:20:24.485830,10.6,Dealer Referral,Rep_05,1
LEAD_005662,2025-11-01 07:21:46.565416,2025-11-01 07:56:29.916599,34.7,Website Form,Rep_02,0
LEAD_001806,2025-11-01 07:25:39.239861,2025-11-01 08:00:59.890453,35.3,Walk-in,Rep_03,1
LEAD_008608,2025-11-01 07:30:17.563679,2025-11-01 07:56:20.835341,26.1,Website Form,Rep_04,0
LEAD_004441,2025-11-01 07:50:49.597711,2025-11-01 08:20:00.614437,29.2,Third Party Lead,Rep_11,0
LEAD_003294,2025-11-01 07:56:41.199542,2025-11-01 08:37:11.270394,40.5,Phone Call,Rep_02,0
LEAD_005647,2025-11-01 08:06:21.504383,2025-11-01 08:32:11.142582,25.8,Dealer Referral,Rep_02,0
LEAD_009577,2025-11-01 08:09:05.433640,2025-11-01 08:30:35.855637,21.5,Walk-in,Rep_12,0
LEAD_004635,2025-11-01 08:16:53.198361,2025-11-01 08:40:41.077063,23.8,Website Form,Rep_07,0
LEAD_001028,2025-11-01 08:18:54.483330,2025-11-01 09:19:52.249111,61.0,Third Party Lead,Rep_02,0
LEAD_002210,2025-11-01 08:32:10.209195,2025-11-01 09:01:59.197470,29.8,Third Party Lead,Rep_12,0
LEAD_007963,2025-11-01 08:35:15.335957,2025-11-01 08:45:23.017429,10.1,Website Form,Rep_03,0
LEAD_001155,2025-11-01 08:37:02.338599,2025-11-01 10:11:48.771572,94.8,Phone Call,Rep_05,0
LEAD_004941,2025-11-01 08:46:26.965020,2025-11-01 09:55:15.428920,68.8,Website Form,Rep_03,0
LEAD_007089,2025-11-01 08:52:38.049847,2025-11-01 11:13:58.984631,141.3,Website Form,Rep_08,0
LEAD_003907,2025-11-01 08:55:42.339558,2025-11-01 11:55:55.833361,180.2,Phone Call,Rep_05,0
LEAD_009636,2025-11-01 08:59:03.274410,2025-11-01 09:04:30.635101,5.5,Website Form,Rep_05,0
LEAD_002079,2025-11-01 09:34:41.643788,2025-11-01 10:11:05.678055,36.4,Third Party Lead,Rep_05,0
LEAD_004312,2025-11-01 09:40:02.154604,2025-11-01 10:09:32.975724,29.5,Third Party Lead,Rep_02,0
LEAD_007494,2025-11-01 09:57:49.687264,2025-11-01 11:23:49.790812,86.0,Phone Call,Rep_11,0
LEAD_002836,2025-11-01 10:23:58.268754,2025-11-01 12:39:30.828083,135.5,Third Party Lead,Rep_02,0
LEAD_002247,2025-11-01 10:32:03.999368,2025-11-01 10:47:58.579150,15.9,Dealer Referral,Rep_01,0
LEAD_000280,2025-11-01 10:37:12.305820,2025-11-01 11:48:00.152180,70.8,Walk-in,Rep_07,1
LEAD_005386,2025-11-01 10:59:54.901109,2025-11-01 11:12:58.071037,13.1,Phone Call,Rep_01,0
LEAD_000349,2025-11-01 11:14:45.366338,2025-11-01 11:41:37.175986,26.9,Website Form,Rep_03,0
LEAD_005424,2025-11-01 11:27:53.111756,2025-11-01 11:56:48.057239,28.9,Website Form,Rep_06,0
LEAD_008682,2025-11-01 11:30:35.307572,2025-11-01 12:07:05.923896,36.5,Third Party Lead,Rep_12,0
LEAD_002115,2025-11-01 11:34:04.303325,2025-11-01 12:10:04.113390,36.0,Walk-in,Rep_04,0
LEAD_007210,2025-11-01 11:41:31.381374,2025-11-01 11:47:52.492197,6.4,Walk-in,Rep_05,0
LEAD_001106,2025-11-01 11:54:16.200592,2025-11-01 12:09:49.416490,15.6,Website Form,Rep_05,0
LEAD_003180,2025-11-01 12:07:49.479625,2025-11-01 12:11:59.788316,4.2,Walk-in,Rep_02,0
LEAD_003899,2025-11-01 12:13:53.270045,2025-11-01 12:22:26.375569,8.6,Phone Call,Rep_03,0
LEAD_002174,2025-11-01 12:18:46.952753,2025-11-01 12:21:29.748966,2.7,Third Party Lead,Rep_10,0
LEAD_002580,2025-11-01 12:21:12.103396,2025-11-01 14:32:55.768664,131.7,Phone Call,Rep_06,0
LEAD_008503,2025-11-01 12:24:30.206889,2025-11-01 12:39:19.141157,14.8,Website Form,Rep_04,0
LEAD_000665,2025-11-01 12:28:21.892444,2025-11-01 12:30:06.588123,1.7,Website Form,Rep_09,0
LEAD_003815,2025-11-01 12:29:23.749389,2025-11-01 12:34:48.647615,5.4,Website Form,Rep_06,0
LEAD_002025,2025-11-01 12:29:31.182059,2025-11-01 13:02:42.752062,33.2,Website Form,Rep_06,0
LEAD_009416,2025-11-01 12:33:04.884098,2025-11-01 12:34:04.884098,1.0,Dealer Referral,Rep_11,0
LEAD_007141,2025-11-01 12:34:44.797822,2025-11-01 12:43:03.655159,8.3,Third Party Lead,Rep_08,0
LEAD_005383,2025-11-01 12:35:40.485984,2025-11-01 13:11:10.654875,35.5,Website Form,Rep_12,0
LEAD_006946,2025-11-01 12:41:22.440304,2025-11-01 13:05:22.805588,24.0,Walk-in,Rep_10,1
LEAD_001923,2025-11-01 12:42:48.498360,2025-11-01 12:49:12.347840,6.4,Phone Call,Rep_02,1
LEAD_002907,2025-11-01 12:56:14.546676,2025-11-01 13:05:55.300317,9.7,Third Party Lead,Rep_01,0
LEAD_005257,2025-11-01 12:56:29.665120,2025-11-01 13:48:33.007840,52.1,Dealer Referral,Rep_01,1
LEAD_004494,2025-11-01 12:59:27.129701,2025-11-01 13:15:17.889740,15.8,Walk-in,Rep_04,0
LEAD_006137,2025-11-01 13:10:35.700567,2025-11-01 13:15:49.122965,5.2,Website Form,Rep_06,0
LEAD_007334,2025-11-01 13:24:00.311022,2025-11-01 15:35:55.659309,131.9,Phone Call,Rep_12,0
LEAD_009785,2025-11-01 13:31:13.630489,2025-11-01 13:43:33.560631,12.3,Phone Call,Rep_12,0
LEAD_000085,2025-11-01 13:45:30.844514,2025-11-01 13:48:11.138204,2.7,Website Form,Rep_07,0
LEAD_000500,2025-11-01 13:55:08.268605,2025-11-01 14:29:08.373116,34.0,Third Party Lead,Rep_09,0
LEAD_002644,2025-11-01 14:03:12.289150,2025-11-01 19:45:59.188752,342.8,Phone Call,Rep_12,0
LEAD_006202,2025-11-01 14:09:28.496665,2025-11-01 14:21:18.621507,11.8,Website Form,Rep_07,0
LEAD_002607,2025-11-01 14:15:47.599744,2025-11-01 14:23:14.475079,7.4,Dealer Referral,Rep_07,0
LEAD_002918,2025-11-01 14:15:59.898903,2025-11-01 14:50:12.798159,34.2,Third Party Lead,Rep_09,0
LEAD_001183,2025-11-01 14:16:43.256996,2025-11-01 15:01:25.603901,44.7,Phone Call,Rep_10,0
LEAD_003038,2025-11-01 14:16:44.550431,2025-11-01 15:00:58.019225,44.2,Third Party Lead,Rep_06,0
LEAD_004384,2025-11-01 14:23:10.763108,2025-11-01 14:29:41.002807,6.5,Phone Call,Rep_09,0
LEAD_000885,2025-11-01 14:28:57.754032,2025-11-01 14:40:14.581273,11.3,Walk-in,Rep_10,1
LEAD_008799,2025-11-01 14:48:38.386219,2025-11-01 15:05:33.076985,16.9,Website Form,Rep_08,0
LEAD_002318,2025-11-01 14:49:55.879920,2025-11-01 14:53:57.711013,4.0,Website Form,Rep_10,1
LEAD_001700,2025-11-01 14:51:03.791767,2025-11-01 15:30:59.098359,39.9,Phone Call,Rep_07,0
LEAD_008039,2025-11-01 14:55:38.349288,2025-11-01 15:11:40.143102,16.0,Website Form,Rep_06,0
LEAD_004305,2025-11-01 14:56:28.667552,2025-11-01 15:07:19.413710,10.8,Third Party Lead,Rep_10,0
LEAD_001966,2025-11-01 14:56:49.067634,2025-11-01 15:59:44.506570,62.9,Phone Call,Rep_04,0
LEAD_001730,2025-11-01 15:01:06.349495,2025-11-01 15:25:12.859760,24.1,Phone Call,Rep_06,0
LEAD_005475,2025-11-01 15:03:10.683781,2025-11-01 15:13:59.481390,10.8,Dealer Referral,Rep_12,0
LEAD_008646,2025-11-01 15:11:53.255027,2025-11-01 15:33:39.805578,21.8,Website Form,Rep_10,0
LEAD_007572,2025-11-01 15:26:55.818421,2025-11-01 16:22:49.154273,55.9,Phone Call,Rep_06,0
LEAD_007837,2025-11-01 15:54:58.844854,2025-11-01 16:13:24.251390,18.4,Phone Call,Rep_07,0
LEAD_008802,2025-11-01 15:54:59.162558,2025-11-01 16:16:19.181128,21.3,Website Form,Rep_04,0
LEAD_000229,2025-11-01 15:58:15.511385,2025-11-01 16:30:52.353281,32.6,Third Party Lead,Rep_04,0
LEAD_001490,2025-11-01 15:58:16.878015,2025-11-01 19:05:17.960138,187.0,Website Form,Rep_06,0
LEAD_009635,2025-11-01 16:05:08.052007,2025-11-01 17:37:35.426036,92.5,Website Form,Rep_08,0
LEAD_006105,2025-11-01 16:15:44.821575,2025-11-01 16:30:21.087712,14.6,Website Form,Rep_03,0
LEAD_008553,2025-11-01 16:18:39.140928,2025-11-01 16:44:38.151712,26.0,Phone Call,Rep_09,0
LEAD_009588,2025-11-01 16:30:45.989138,2025-11-01 16:32:04.157123,1.3,Website Form,Rep_06,0
LEAD_006786,2025-11-01 16:34:40.593944,2025-11-01 16:42:09.962472,7.5,Third Party Lead,Rep_02,0
LEAD_002379,2025-11-01 16:58:01.130420,2025-11-01 17:08:42.987973,10.7,Website Form,Rep_05,0
LEAD_009672,2025-11-01 17:27:55.298540,2025-11-01 17:53:43.877797,25.8,Walk-in,Rep_04,0
LEAD_003987,2025-11-01 17:31:58.930117,2025-11-01 18:34:12.258204,62.2,Dealer Referral,Rep_06,0
LEAD_004590,2025-11-01 17:32:46.615020,2025-11-01 18:45:52.249952,73.1,Walk-in,Rep_12,0
LEAD_004526,2025-11-01 17:59:42.246199,2025-11-01 19:03:14.981348,63.5,Website Form,Rep_04,0
LEAD_007406,2025-11-01 18:17:27.631174,2025-11-01 19:11:27.924834,54.0,Website Form,Rep_03,0
LEAD_005533,2025-11-01 18:22:03.644325,2025-11-01 19:13:35.706823,51.5,Walk-in,Rep_10,0
LEAD_009926,2025-11-01 18:23:36.340065,2025-11-01 18:57:49.800292,34.2,Dealer Referral,Rep_11,0
LEAD_008708,2025-11-01 18:24:44.328557,2025-11-01 20:38:09.182632,133.4,Phone Call,Rep_03,0
LEAD_003571,2025-11-01 18:49:11.408902,2025-11-01 20:53:13.507426,124.0,Website Form,Rep_02,0
LEAD_008285,2025-11-01 18:58:59.164276,2025-11-01 19:15:38.792906,16.7,Phone Call,Rep_10,0
LEAD_004739,2025-11-01 19:04:51.999102,2025-11-01 19:32:52.923007,28.0,Website Form,Rep_12,0
LEAD_003072,2025-11-01 19:10:59.035950,2025-11-01 20:00:23.195625,49.4,Phone Call,Rep_08,0
LEAD_007480,2025-11-01 19:11:12.328468,2025-11-01 20:24:08.587885,72.9,Website Form,Rep_11,0
LEAD_005093,2025-11-01 19:12:27.818199,2025-11-01 21:10:50.780906,118.4,Third Party Lead,Rep_11,0
LEAD_003891,2025-11-01 19:12:52.913365,2025-11-01 19:18:49.842992,5.9,Walk-in,Rep_09,1
LEAD_001513,2025-11-01 19:24:17.541055,2025-11-01 19:28:36.260251,4.3,Third Party Lead,Rep_10,0
LEAD_005799,2025-11-01 19:39:01.920644,2025-11-01 19:51:54.516539,12.9,Third Party Lead,Rep_08,1
LEAD_001094,2025-11-01 19:46:51.217293,2025-11-01 19:52:59.017569,6.1,Phone Call,Rep_12,0
LEAD_003089,2025-11-01 20:10:46.794466,2025-11-01 20:51:34.122947,40.8,Phone Call,Rep_05,0
LEAD_006712,2025-11-01 20:11:01.612881,2025-11-01 21:17:42.427719,66.7,Website Form,Rep_02,0
LEAD_009434,2025-11-01 20:33:47.543895,2025-11-02 00:34:09.257657,240.4,Website Form,Rep_01,0
LEAD_000422,2025-11-01 20:35:03.312826,2025-11-01 22:23:27.676327,108.4,Walk-in,Rep_07,0
LEAD_005534,2025-11-01 20:39:04.782914,2025-11-01 20:53:38.207136,14.6,Walk-in,Rep_01,0
LEAD_009390,2025-11-01 20:39:40.241873,2025-11-01 21:02:24.737805,22.7,Phone Call,Rep_03,0
LEAD_005362,2025-11-01 20:44:56.902266,2025-11-01 21:31:49.444805,46.9,Website Form,Rep_03,0
LEAD_004984,2025-11-01 20:45:36.538577,2025-11-01 21:20:33.053386,34.9,Third Party Lead,Rep_09,0
LEAD_008441,2025-11-01 21:08:29.771485,2025-11-01 22:20:23.173655,71.9,Website Form,Rep_10,0
LEAD_000227,2025-11-01 21:30:40.622052,2025-11-01 23:25:25.835094,114.8,Third Party Lead,Rep_08,0
LEAD_000534,2025-11-01 21:33:46.397132,2025-11-02 04:20:40.600943,406.9,Phone Call,Rep_01,0
LEAD_002657,2025-11-01 21:39:30.371030,2025-11-02 00:26:08.309157,166.6,Third Party Lead,Rep_01,0
LEAD_003272,2025-11-01 21:39:56.242422,2025-11-01 23:18:41.773477,98.8,Dealer Referral,Rep_08,0
LEAD_004666,2025-11-01 21:41:32.273460,2025-11-01 22:38:18.539791,56.8,Walk-in,Rep_07,0
LEAD_006398,2025-11-01 21:49:25.703354,2025-11-02 00:22:55.624261,153.5,Website Form,Rep_03,0
LEAD_006623,2025-11-01 21:58:41.559952,2025-11-01 23:40:52.001669,102.2,Phone Call,Rep_11,0
LEAD_000928,2025-11-01 22:09:23.394405,2025-11-01 23:05:07.503373,55.7,Phone Call,Rep_04,0
LEAD_005229,2025-11-01 22:13:34.912537,2025-11-01 22:58:00.148537,44.4,Website Form,Rep_08,0
LEAD_002591,2025-11-01 22:14:41.348594,2025-11-01 23:34:52.328295,80.2,Third Party Lead,Rep_01,0
LEAD_000899,2025-11-01 22:26:41.491090,2025-11-01 22:28:51.039037,2.2,Dealer Referral,Rep_02,0
LEAD_002388,2025-11-01 22:46:54.405660,2025-11-01 22:56:05.911385,9.2,Phone Call,Rep_08,0
LEAD_008668,2025-11-01 22:51:53.739154,2025-11-02 06:16:38.887189,444.8,Website Form,Rep_04,0
LEAD_009450,2025-11-01 23:15:31.420859,2025-11-01 23:38:10.362279,22.6,Website Form,Rep_02,0
LEAD_002990,2025-11-01 23:25:17.028672,2025-11-01 23:35:15.932390,10.0,Third Party Lead,Rep_03,0
LEAD_000198,2025-11-01 23:36:29.673648,2025-11-02 00:17:30.835441,41.0,Third Party Lead,Rep_11,0
LEAD_009990,2025-11-01 23:40:42.648801,2025-11-02 00:49:49.435068,69.1,Third Party Lead,Rep_06,0
LEAD_001284,2025-11-01 23:41:51.596291,2025-11-01 23:46:08.992729,4.3,Dealer Referral,Rep_08,0
LEAD_000522,2025-11-01 23:56:39.859590,2025-11-01 23:58:49.642580,2.2,Website Form,Rep_06,0
LEAD_004503,2025-11-02 00:09:01.245330,2025-11-02 01:24:09.138412,75.1,Website Form,Rep_06,0
LEAD_009779,2025-11-02 00:11:44.532374,2025-11-02 00:39:48.113870,28.1,Website Form,Rep_11,0
LEAD_008701,2025-11-02 00:16:55.850773,2025-11-02 00:25:06.767750,8.2,Third Party Lead,Rep_02,0
LEAD_004090,2025-11-02 00:18:35.775413,2025-11-02 00:29:14.481020,10.6,Dealer Referral,Rep_07,1
LEAD_002736,2025-11-02 00:20:55.360110,2025-11-02 04:40:48.102145,259.9,Walk-in,Rep_08,0
LEAD_001716,2025-11-02 00:33:03.547627,2025-11-02 00:35:10.514435,2.1,Third Party Lead,Rep_12,0
LEAD_006583,2025-11-02 00:42:12.171045,2025-11-02 01:14:57.276783,32.8,Walk-in,Rep_05,0
LEAD_008598,2025-11-02 00:45:38.189746,2025-11-02 00:53:57.937100,8.3,Website Form,Rep_07,0
LEAD_003971,2025-11-02 01:06:01.102386,2025-11-02 01:20:08.638844,14.1,Third Party Lead,Rep_05,1
LEAD_003819,2025-11-02 01:19:56.624901,2025-11-02 01:39:26.674424,19.5,Third Party Lead,Rep_08,0
LEAD_005646,2025-11-02 01:39:57.431851,2025-11-02 03:26:59.417747,107.0,Website Form,Rep_02,0
LEAD_008268,2025-11-02 01:52:17.911070,2025-11-02 02:25:23.728063,33.1,Website Form,Rep_03,0
LEAD_009520,2025-11-02 01:57:54.550349,2025-11-02 02:19:34.925884,21.7,Website Form,Rep_11,0
LEAD_004191,2025-11-02 01:58:34.213317,2025-11-02 02:43:43.085479,45.1,Walk-in,Rep_03,0
LEAD_008242,2025-11-02 02:00:25.836510,2025-11-02 02:39:13.489220,38.8,Walk-in,Rep_11,0
LEAD_003955,2025-11-02 02:22:14.812396,2025-11-02 04:13:19.362938,111.1,Website Form,Rep_03,0
LEAD_005256,2025-11-02 02:25:08.972237,2025-11-02 03:24:38.618955,59.5,Phone Call,Rep_05,1
LEAD_002709,2025-11-02 02:38:17.518408,2025-11-02 03:05:56.971350,27.7,Dealer Referral,Rep_10,1
LEAD_001569,2025-11-02 02:42:53.197274,2025-11-02 05:26:49.607719,163.9,Phone Call,Rep_02,0
LEAD_000464,2025-11-02 02:47:49.131727,2025-11-02 03:14:52.729568,27.1,Phone Call,Rep_08,0
LEAD_003025,2025-11-02 02:51:55.215347,2025-11-02 03:09:33.467438,17.6,Dealer Referral,Rep_02,0
LEAD_004555,2025-11-02 02:59:50.744215,2025-11-02 03:08:24.035836,8.6,Phone Call,Rep_05,0
LEAD_008752,2025-11-02 03:04:15.486503,2025-11-02 03:43:31.524999,39.3,Website Form,Rep_05,0
LEAD_004537,2025-11-02 03:20:07.651059,2025-11-02 03:41:27.407966,21.3,Website Form,Rep_02,0
LEAD_007207,2025-11-02 03:27:23.602763,2025-11-02 03:54:03.777114,26.7,Website Form,Rep_03,0
LEAD_009350,2025-11-02 03:37:24.531523,2025-11-02 07:39:44.574098,242.3,Third Party Lead,Rep_12,0
LEAD_005460,2025-11-02 03:43:49.278299,2025-11-02 03:54:09.755104,10.3,Third Party Lead,Rep_07,0
LEAD_001124,2025-11-02 04:00:57.202599,2025-11-02 04:12:24.805163,11.5,Third Party Lead,Rep_10,0
LEAD_009898,2025-11-02 04:01:55.952167,2025-11-02 04:40:42.300917,38.8,Walk-in,Rep_04,1
LEAD_008643,2025-11-02 04:08:33.403869,2025-11-02 04:31:08.257178,22.6,Website Form,Rep_06,0
LEAD_000285,2025-11-02 04:09:05.811534,2025-11-02 08:57:55.712488,288.8,Phone Call,Rep_03,0
LEAD_006153,2025-11-02 04:32:46.840493,2025-11-02 05:16:56.439121,44.2,Dealer Referral,Rep_02,0
LEAD_009273,2025-11-02 04:35:04.771581,2025-11-02 04:55:57.228209,20.9,Walk-in,Rep_01,0
LEAD_008416,2025-11-02 04:36:19.374972,2025-11-02 04:46:37.575032,10.3,Dealer Referral,Rep_02,0
LEAD_001086,2025-11-02 04:36:25.818294,2025-11-02 06:47:07.495198,130.7,Phone Call,Rep_08,0
LEAD_006201,2025-11-02 04:36:28.403968,2025-11-02 06:30:49.716418,114.4,Walk-in,Rep_08,0
LEAD_003217,2025-11-02 04:56:32.398397,2025-11-02 05:31:39.870040,35.1,Website Form,Rep_04,0
LEAD_000106,2025-11-02 04:56:36.177084,2025-11-02 05:04:02.580838,7.4,Website Form,Rep_08,0
LEAD_003229,2025-11-02 04:57:54.908972,2025-11-02 04:59:48.930089,1.9,Website Form,Rep_09,0
LEAD_003030,2025-11-02 05:30:03.659480,2025-11-02 05:54:54.160418,24.8,Phone Call,Rep_09,1
LEAD_002309,2025-11-02 05:33:38.410783,2025-11-02 06:09:41.311832,36.0,Website Form,Rep_05,0
LEAD_006528,2025-11-02 05:43:27.733250,2025-11-02 10:11:55.972105,268.5,Third Party Lead,Rep_11,0
LEAD_002122,2025-11-02 05:43:57.620968,2025-11-02 05:48:32.508875,4.6,Phone Call,Rep_02,0
LEAD_003218,2025-11-02 05:57:37.793097,2025-11-02 06:50:59.913942,53.4,Dealer Referral,Rep_06,0
LEAD_007549,2025-11-02 06:03:03.373069,2025-11-02 08:31:18.466376,148.3,Third Party Lead,Rep_08,0
LEAD_004092,2025-11-02 06:15:37.975781,2025-11-02 06:48:55.201372,33.3,Website Form,Rep_05,0
LEAD_008862,2025-11-02 06:17:09.850298,2025-11-02 06:29:44.427819,12.6,Third Party Lead,Rep_10,0
LEAD_001093,2025-11-02 06:19:24.409816,2025-11-02 06:47:25.211024,28.0,Phone Call,Rep_02,0
LEAD_008077,2025-11-02 06:27:07.908885,2025-11-02 06:34:25.015877,7.3,Phone Call,Rep_03,1
LEAD_004427,2025-11-02 06:34:42.132105,2025-11-02 06:44:21.854157,9.7,Website Form,Rep_05,0
LEAD_004764,2025-11-02 06:34:56.561746,2025-11-02 06:50:26.440675,15.5,Website Form,Rep_10,0
LEAD_008654,2025-11-02 06:44:17.341231,2025-11-02 06:45:20.789696,1.1,Phone Call,Rep_07,0
LEAD_001099,2025-11-02 07:15:24.992469,2025-11-02 07:28:58.754171,13.6,Walk-in,Rep_09,0
LEAD_001561,2025-11-02 07:29:11.232864,2025-11-02 07:41:58.434274,12.8,Website Form,Rep_05,0
LEAD_004655,2025-11-02 07:30:38.524064,2025-11-02 09:04:30.592295,93.9,Website Form,Rep_02,0
LEAD_001027,2025-11-02 07:36:24.384600,2025-11-02 07:58:25.015780,22.0,Third Party Lead,Rep_01,0
LEAD_009174,2025-11-02 08:00:23.281598,2025-11-02 09:39:33.187041,99.2,Dealer Referral,Rep_08,1
LEAD_008615,2025-11-02 08:08:56.022624,2025-11-02 08:22:49.827707,13.9,Website Form,Rep_02,1
LEAD_009515,2025-11-02 08:41:00.963957,2025-11-02 08:52:40.708531,11.7,Phone Call,Rep_11,0
LEAD_008474,2025-11-02 08:43:28.355381,2025-11-02 10:10:40.990305,87.2,Website Form,Rep_09,0
LEAD_002184,2025-11-02 08:44:57.697522,2025-11-02 09:08:28.656458,23.5,Website Form,Rep_07,0
LEAD_004027,2025-11-02 08:50:36.526515,2025-11-02 09:02:50.802397,12.2,Website Form,Rep_10,0
LEAD_009933,2025-11-02 08:52:26.167401,2025-11-02 10:47:50.941931,115.4,Website Form,Rep_09,0
LEAD_007853,2025-11-02 08:58:39.565035,2025-11-02 12:01:57.138161,183.3,Walk-in,Rep_11,0
